Vehicle_Type,Age_of_Vehicle,Was_Vehicle_Left_Hand_Drive?,Propulsion_Code,Engine_Capacity_(CC)
Car,4,1,Petrol,1596
Car,2,1,Petrol,1388
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2400
Car,5,1,Petrol,998
Goods 7.5 tonnes mgw and over,5,1,Heavy oil,5861
Car,3,1,Petrol,1998
Car,7,1,Heavy oil,1998
Car,5,1,Petrol,999
Car,5,1,Petrol,1998
Motorcycle 125cc and under,2,1,Petrol,124
Car,1,1,Petrol,1360
Car,7,1,Petrol,1796
Car,2,1,Petrol,1598
Car,1,1,Petrol,1299
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,2300
Car,2,1,Petrol,1984
Goods over 3.5t. and under 7.5t,3,1,Heavy oil,4250
Motorcycle over 125cc and up to 500cc,2,1,Petrol,223
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1686
Motorcycle over 500cc,4,1,Petrol,645
Car,8,1,Petrol,1998
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,3,1,Petrol,1596
Car,4,1,Heavy oil,1995
Car,17,1,Petrol,1700
Car,5,1,Petrol,1581
Car,11,1,Petrol,1389
Bus or coach (17 or more pass seats),3,1,Heavy oil,8268
Car,5,1,Petrol,1800
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,10,1,Petrol,1590
Car,7,1,Petrol,1598
Car,11,1,Petrol,1587
Car,6,1,Petrol,1396
Car,1,1,Petrol,698
Car,5,1,Petrol,1973
Motorcycle over 500cc,21,1,Petrol,798
Car,6,1,Petrol,1985
Car,2,1,Petrol,1388
Car,2,1,Petrol,1497
Car,6,1,Petrol,1731
Car,14,1,Heavy oil,1769
Motorcycle 125cc and under,2,1,Petrol,125
Car,9,1,Petrol,1124
Car,6,1,Petrol,1242
Car,2,1,Petrol,1998
Car,4,1,Petrol,1834
Car,3,1,Petrol,1199
Car,8,1,Petrol,1799
Car,5,1,Heavy oil,1527
Car,9,1,Petrol,1996
Car,8,1,Heavy oil,1896
Car,7,1,Petrol,1396
Car,10,1,Petrol,998
Motorcycle 125cc and under,4,1,Petrol,100
Motorcycle 125cc and under,4,1,Petrol,124
Motorcycle 125cc and under,6,1,Petrol,124
Car,4,1,Petrol,1598
Car,3,1,Petrol,1796
Taxi/Private hire car,9,1,Heavy oil,2664
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2999
Car,10,1,Petrol,1998
Motorcycle over 500cc,4,1,Petrol,599
Motorcycle over 500cc,28,1,Petrol,746
Car,6,1,Petrol,998
Car,1,1,Petrol,1390
Car,7,1,Petrol,1840
Car,10,1,Petrol,1590
Car,1,1,Petrol,1798
Car,1,1,Petrol,1242
Car,12,1,Petrol,998
Car,11,1,Petrol,1598
Car,4,1,Petrol,1598
Car,8,1,Petrol,1598
Car,3,1,Petrol,1796
Car,9,1,Heavy oil,1870
Car,11,1,Petrol,998
Car,2,1,Petrol,1596
Motorcycle over 500cc,2,1,Petrol,919
Car,7,1,Petrol,1396
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,1896
Car,6,1,Petrol,1597
Motorcycle over 125cc and up to 500cc,4,1,Petrol,398
Bus or coach (17 or more pass seats),3,1,Heavy oil,7300
Car,7,1,Heavy oil,1997
Motorcycle 50cc and under,7,1,Petrol,49
Car,7,1,Petrol,1388
Car,7,1,Petrol,1124
Car,9,1,Petrol,1998
Taxi/Private hire car,10,1,Heavy oil,2664
Car,5,1,Petrol,1124
Car,5,1,Petrol,1597
Car,19,1,Petrol,2962
Car,5,1,Petrol,1994
Car,14,1,Petrol,1043
Car,8,1,Petrol,1762
Car,6,1,Heavy oil,1527
Motorcycle 125cc and under,1,1,Petrol,125
Car,14,1,Petrol,1998
Car,8,1,Petrol,1390
Car,5,1,Petrol,1598
Car,2,1,Petrol,1598
Motorcycle 125cc and under,11,1,Petrol,89
Car,8,1,Petrol,1597
Car,5,1,Petrol,1589
Motorcycle 125cc and under,10,1,Petrol,124
Car,7,1,Petrol,2799
Car,8,1,Petrol,1242
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2402
Motorcycle 125cc and under,3,1,Petrol,124
Car,4,1,Petrol,1390
Car,10,1,Petrol,1597
Car,5,1,Heavy oil,1995
Car,3,1,Petrol,1360
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Car,1,1,Petrol,1798
Car,7,1,Petrol,1299
Car,6,1,Petrol,1597
Car,16,1,Petrol,4957
Car,10,1,Petrol,2319
Car,13,1,Petrol,1493
Motorcycle over 500cc,17,1,Petrol,748
Car,8,1,Petrol,1597
Car,2,1,Petrol,1386
Car,2,1,Petrol,1388
Car,16,1,Petrol,1043
Car,9,1,Petrol,1988
Car,4,1,Petrol,1994
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,2151
Car,8,1,Petrol,1850
Motorcycle over 500cc,5,1,Petrol,599
Car,2,1,Petrol,2494
Car,8,1,Petrol,1839
Car,16,1,Petrol,954
Car,11,1,Petrol,1597
Motorcycle 125cc and under,2,1,Petrol,124
Car,9,1,Petrol,1589
Car,2,1,Petrol,1388
Car,3,1,Petrol,2099
Car,10,1,Petrol,1242
Car,12,1,Petrol,1590
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2494
Car,3,1,Petrol,1199
Car,7,1,Petrol,1242
Car,18,1,Petrol,1781
Car,3,1,Heavy oil,2700
Car,5,1,Petrol,1595
Car,8,1,Petrol,1242
Car,12,1,Petrol,1781
Car,13,1,Petrol,1998
Car,3,1,Petrol,1995
Car,4,1,Petrol,1149
Car,8,1,Petrol,999
Car,10,1,Petrol,1988
Car,9,1,Petrol,1948
Car,3,1,Heavy oil,1896
Car,7,1,Petrol,1796
Minibus (8 - 16 passenger seats),1,1,Heavy oil,2400
Motorcycle 125cc and under,1,1,Petrol,125
Car,7,1,Petrol,1799
Car,7,1,Petrol,1598
Car,11,1,Petrol,2000
Car,3,1,Petrol,1781
Motorcycle over 500cc,6,1,Petrol,599
Van / Goods 3.5 tonnes mgw or under,13,1,Heavy oil,2446
Car,14,1,Petrol,1297
Car,9,1,Petrol,1998
Car,3,1,Heavy oil,1951
Car,4,1,Petrol,999
Car,11,1,Petrol,1781
Car,16,1,Petrol,1990
Car,8,1,Petrol,1391
Car,12,1,Heavy oil,2088
Motorcycle over 500cc,2,1,Petrol,599
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2402
Car,1,1,Heavy oil,2685
Taxi/Private hire car,6,1,Heavy oil,2664
Motorcycle 125cc and under,7,1,Petrol,124
Motorcycle 125cc and under,1,1,Petrol,49
Car,15,1,Petrol,1998
Car,9,1,Petrol,1597
Car,14,1,Petrol,1595
Car,6,1,Petrol,1970
Car,4,1,Petrol,2295
Motorcycle over 500cc,4,1,Petrol,885
Car,10,1,Petrol,1595
Car,3,1,Petrol,1493
Car,1,1,Petrol,1240
Car,10,1,Petrol,1396
Car,7,1,Petrol,1796
Car,3,1,Petrol,1299
Car,4,1,Petrol,1299
Motorcycle 125cc and under,1,1,Petrol,124
Car,6,1,Petrol,1598
Car,3,1,Petrol,2319
Car,12,1,Petrol,1119
Car,10,1,Petrol,1389
Bus or coach (17 or more pass seats),20,1,Heavy oil,1045
Car,4,1,Petrol,1199
Car,8,1,Petrol,1781
Car,12,1,Petrol,1990
Car,3,1,Heavy oil,1896
Car,11,1,Heavy oil,1753
Car,7,1,Petrol,2295
Taxi/Private hire car,2,1,Heavy oil,2402
Car,10,1,Petrol,1299
Car,6,1,Petrol,1388
Car,5,1,Petrol,1587
Car,2,1,Petrol,1598
Car,18,1,Petrol,1342
Car,6,1,Petrol,2793
Motorcycle over 500cc,3,1,Petrol,599
Car,9,1,Petrol,1781
Car,8,1,Petrol,1783
Car,6,1,Petrol,2967
Goods 7.5 tonnes mgw and over,2,1,Heavy oil,4530
Motorcycle over 500cc,1,1,Petrol,998
Car,13,1,Petrol,1396
Car,5,1,Petrol,1998
Car,13,1,Heavy oil,2400
Car,4,1,Petrol,1299
Car,6,1,Petrol,1796
Car,8,1,Petrol,1598
Car,10,1,Petrol,1580
Car,5,1,Petrol,1398
Goods 7.5 tonnes mgw and over,3,1,Heavy oil,12130
Car,13,1,Petrol,1796
Car,9,1,Heavy oil,2445
Car,7,1,Heavy oil,1975
Car,8,1,Petrol,998
Car,5,1,Petrol,1984
Car,6,1,Petrol,1589
Car,11,1,Petrol,1171
Car,1,1,Heavy oil,1870
Car,9,1,Petrol,1998
Car,4,1,Petrol,1242
Car,9,1,Petrol,1299
Car,6,1,Petrol,998
Car,9,1,Petrol,1392
Car,6,1,Petrol,1598
Car,14,1,Petrol,1994
Car,12,1,Petrol,1171
Car,10,1,Petrol,1580
Car,4,1,Petrol,1984
Car,5,1,Petrol,1242
Car,1,1,Petrol,1781
Car,19,1,Petrol,998
Bus or coach (17 or more pass seats),1,1,Heavy oil,7300
Motorcycle 125cc and under,6,1,Petrol,124
Goods 7.5 tonnes mgw and over,5,1,Heavy oil,7284
Bus or coach (17 or more pass seats),4,1,Heavy oil,7300
Car,8,1,Petrol,1994
Car,8,1,Petrol,1299
Car,2,1,Petrol,998
Car,2,1,Petrol,2656
Motorcycle over 125cc and up to 500cc,16,1,Petrol,200
Car,7,1,Petrol,1994
Car,8,1,Petrol,2000
Car,7,1,Petrol,1998
Car,4,1,Petrol,1598
Car,4,1,Petrol,1390
Motorcycle 50cc and under,1,1,Petrol,49
Car,4,1,Petrol,1242
Motorcycle over 500cc,7,1,Petrol,599
Car,11,1,Petrol,1796
Car,10,1,Petrol,1998
Taxi/Private hire car,3,1,Heavy oil,2402
Car,5,1,Petrol,2494
Car,5,1,Petrol,1850
Car,4,1,Petrol,1984
Car,17,1,Petrol,2849
Goods over 3.5t. and under 7.5t,2,1,Heavy oil,4250
Car,15,1,Petrol,1124
Taxi/Private hire car,2,1,Heavy oil,2402
Car,2,1,Petrol,2295
Bus or coach (17 or more pass seats),1,1,Heavy oil,7300
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2463
Bus or coach (17 or more pass seats),3,1,Heavy oil,8268
Car,4,1,Petrol,1242
Car,11,1,Petrol,2495
Car,7,1,Petrol,1998
Goods 7.5 tonnes mgw and over,5,1,Heavy oil,11021
Motorcycle 125cc and under,2,1,Petrol,124
Car,1,1,Petrol,1587
Car,9,1,Petrol,1598
Car,3,1,Petrol,1199
Car,18,1,Petrol,1488
Car,1,1,Petrol,1149
Car,7,1,Heavy oil,1700
Motorcycle 125cc and under,5,1,Petrol,124
Car,9,1,Petrol,1995
Car,8,1,Petrol,1498
Motorcycle over 500cc,6,1,Petrol,599
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1896
Car,6,1,Petrol,1589
Car,3,1,Petrol,1796
Car,9,1,Petrol,1581
Car,7,1,Petrol,1390
Car,6,1,Petrol,3199
Car,1,1,Petrol,998
Car,7,1,Heavy oil,1753
Car,3,1,Petrol,1598
Car,15,1,Petrol,1985
Car,6,1,Petrol,993
Bus or coach (17 or more pass seats),4,1,Heavy oil,7300
Car,7,1,Petrol,1796
Car,6,1,Petrol,1597
Car,11,1,Petrol,1597
Car,10,1,Gas/Bi-fuel,3947
Car,1,1,Petrol,2616
Car,8,1,Heavy oil,1753
Motorcycle 50cc and under,3,1,Petrol,49
Car,7,1,Petrol,1588
Car,5,1,Petrol,1796
Car,10,1,Heavy oil,2155
Motorcycle 125cc and under,1,1,Petrol,124
Motorcycle over 500cc,6,1,Petrol,1298
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,17,1,Petrol,1295
Car,9,1,Petrol,1396
Van / Goods 3.5 tonnes mgw or under,14,1,Heavy oil,1753
Car,2,1,Heavy oil,1399
Motorcycle over 500cc,4,1,Petrol,749
Motorcycle over 500cc,6,1,Petrol,599
Car,4,1,Heavy oil,1998
Bus or coach (17 or more pass seats),21,1,Heavy oil,10450
Car,3,1,Heavy oil,2902
Motorcycle 50cc and under,1,1,Petrol,49
Car,14,1,Petrol,1396
Car,7,1,Petrol,1390
Motorcycle over 500cc,1,1,Petrol,1200
Car,3,1,Petrol,2324
Car,7,1,Petrol,1597
Car,3,1,Petrol,1598
Motorcycle 125cc and under,2,1,Petrol,124
Motorcycle over 500cc,7,1,Petrol,998
Car,5,1,Petrol,998
Car,2,1,Petrol,1587
Car,14,1,Petrol,1998
Motorcycle over 500cc,12,1,Petrol,553
Car,13,1,Petrol,999
Car,8,1,Petrol/Gas (LPG),3600
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,9,1,Petrol,1493
Car,9,1,Petrol,1119
Car,11,1,Petrol,1391
Car,4,1,Petrol,1149
Car,9,1,Petrol,1124
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,3000
Car,8,1,Petrol,1799
Car,19,1,Petrol,1781
Motorcycle 125cc and under,9,1,Petrol,85
Car,18,1,Petrol,1766
Motorcycle 50cc and under,1,1,Petrol,49
Car,2,1,Petrol,1596
Car,8,1,Petrol,1299
Car,12,1,Petrol,1396
Taxi/Private hire car,2,1,Heavy oil,2402
Car,2,1,Petrol,1242
Car,6,1,Petrol,998
Car,5,1,Petrol,1242
Car,4,1,Petrol,1796
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2151
Motorcycle over 500cc,4,1,Petrol,599
Car,6,1,Petrol,2397
Car,13,1,Petrol,1195
Car,6,1,Petrol,1596
Taxi/Private hire car,7,2,Heavy oil,2664
Car,3,1,Heavy oil,1896
Car,9,1,Heavy oil,1910
Car,15,1,Petrol,1275
Car,12,1,Petrol,1120
Car,10,1,Heavy oil,1753
Car,11,1,Petrol,1196
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,9,1,Petrol,1493
Car,10,1,Heavy oil,2497
Car,5,1,Petrol,1600
Car,6,1,Petrol,1199
Car,8,1,Petrol,1390
Bus or coach (17 or more pass seats),3,1,Heavy oil,5883
Car,5,1,Petrol,1299
Car,14,1,Petrol,1796
Car,10,1,Petrol,1796
Car,4,1,Petrol,1769
Car,6,1,Petrol,1299
Motorcycle over 500cc,1,1,Petrol,599
Car,10,1,Petrol,1119
Car,6,1,Petrol,1392
Car,16,1,Petrol,1997
Car,13,1,Heavy oil,3059
Car,9,1,Petrol,1598
Car,6,1,Petrol,1299
Car,1,1,Petrol,1798
Taxi/Private hire car,4,1,Heavy oil,3226
Car,11,1,Petrol,998
Motorcycle 50cc and under,9,1,Petrol,49
Car,3,1,Heavy oil,1753
Car,4,1,Petrol,1596
Motorcycle over 500cc,9,1,Petrol,599
Motorcycle 125cc and under,5,1,Petrol,124
Car,5,1,Petrol,1390
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2151
Car,16,1,Petrol,1598
Car,5,1,Petrol,2435
Car,9,1,Petrol,1994
Motorcycle over 500cc,3,1,Petrol,919
Motorcycle over 500cc,3,1,Petrol,919
Motorcycle 125cc and under,3,1,Petrol,125
Car,7,1,Petrol,1389
Car,8,1,Petrol,1581
Car,13,1,Petrol,1299
Car,19,1,Petrol,1598
Car,3,1,Heavy oil,1896
Car,7,1,Petrol,1991
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1461
Car,11,1,Petrol,1390
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,1870
Car,3,1,Heavy oil,1896
Car,8,1,Petrol,1242
Motorcycle over 500cc,7,1,Petrol,599
Car,4,1,Petrol,2362
Car,9,1,Petrol,1108
Bus or coach (17 or more pass seats),4,1,Heavy oil,7300
Motorcycle 125cc and under,2,1,Petrol,125
Motorcycle over 500cc,2,1,Petrol,749
Car,2,1,Petrol,1598
Motorcycle 125cc and under,10,1,Petrol,124
Motorcycle 125cc and under,1,1,Petrol,125
Bus or coach (17 or more pass seats),3,1,Heavy oil,7300
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,1686
Car,3,1,Petrol,1796
Car,7,1,Petrol,1390
Car,3,1,Petrol,1199
Car,1,1,Petrol,1599
Motorcycle 50cc and under,2,1,Petrol,49
Car,1,1,Petrol,1796
Motorcycle 125cc and under,11,1,Petrol,124
Car,2,1,Petrol,1240
Bus or coach (17 or more pass seats),3,1,Heavy oil,5883
Car,5,1,Petrol,1679
Taxi/Private hire car,9,1,Heavy oil,2664
Motorcycle 125cc and under,5,1,Petrol,49
Taxi/Private hire car,1,1,Heavy oil,1997
Car,5,1,Petrol,1299
Car,5,1,Petrol,1300
Motorcycle 50cc and under,1,1,Petrol,49
Car,10,1,Heavy oil,1686
Car,10,1,Heavy oil,1700
Car,9,1,Petrol,1296
Car,3,1,Petrol,973
Motorcycle 125cc and under,3,1,Petrol,124
Car,10,1,Petrol,1596
Motorcycle over 500cc,5,1,Petrol,800
Car,2,1,Heavy oil,1951
Car,6,1,Petrol,1989
Car,10,1,Petrol,1296
Car,1,1,Petrol,1997
Taxi/Private hire car,7,1,Heavy oil,2664
Car,4,1,Petrol,1396
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,4,1,Petrol,1794
Car,3,1,Petrol,1796
Car,1,1,Heavy oil,1896
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2463
Car,1,1,Heavy oil,2993
Car,11,1,Petrol,1171
Car,7,1,Petrol,1596
Motorcycle 50cc and under,3,1,Petrol,49
Motorcycle over 500cc,3,1,Petrol,599
Motorcycle 50cc and under,4,1,Petrol,49
Van / Goods 3.5 tonnes mgw or under,2,1,Gas/Bi-fuel,1598
Car,6,1,Petrol,1396
Car,6,1,Petrol,1988
Car,12,1,Petrol,1493
Car,15,1,Petrol,1272
Car,9,1,Heavy oil,1753
Car,11,1,Heavy oil,1896
Car,5,1,Heavy oil,1900
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1461
Car,5,1,Petrol,1590
Bus or coach (17 or more pass seats),3,1,Heavy oil,5883
Car,14,1,Petrol,1598
Bus or coach (17 or more pass seats),3,1,Heavy oil,7300
Car,9,1,Heavy oil,1896
Taxi/Private hire car,10,1,Heavy oil,2664
Car,12,1,Petrol,1391
Car,1,1,Petrol,1397
Car,4,1,Petrol,1199
Motorcycle over 500cc,2,1,Petrol,599
Car,6,1,Petrol,1590
Car,19,1,Petrol,1595
Car,9,1,Petrol,998
Car,1,1,Heavy oil,2720
Car,2,1,Petrol,998
Taxi/Private hire car,5,1,Heavy oil,2664
Car,3,1,Petrol,2198
Car,4,1,Petrol,1390
Car,13,1,Petrol,988
Car,7,1,Petrol,1124
Car,7,1,Petrol,3498
Car,7,1,Heavy oil,1753
Car,6,1,Petrol,1242
Car,2,1,Petrol,1598
Car,2,1,Petrol,1149
Car,8,1,Petrol,2793
Car,11,1,Petrol,1590
Car,10,1,Petrol,1341
Car,4,1,Petrol,1298
Car,3,1,Petrol,1587
Car,10,1,Petrol,2000
Car,17,1,Petrol,1998
Car,11,1,Petrol,1781
Car,2,1,Petrol,1587
Motorcycle over 500cc,11,1,Petrol,1085
Car,16,1,Petrol,1998
Car,9,1,Petrol,1108
Motorcycle over 500cc,7,1,Petrol,599
Car,8,1,Petrol,1598
Car,2,1,Heavy oil,1896
Car,2,1,Heavy oil,1997
Motorcycle over 500cc,3,1,Petrol,599
Car,5,1,Petrol,1360
Motorcycle over 500cc,1,1,Petrol,599
Car,10,1,Petrol,1360
Car,5,1,Petrol,1989
Motorcycle 125cc and under,7,1,Petrol,124
Car,13,1,Petrol,1984
Car,7,1,Petrol,1275
Car,7,1,Petrol,1590
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2461
Car,3,1,Petrol,2979
Car,5,1,Petrol,1781
Car,8,1,Petrol,1299
Car,3,1,Petrol,1397
Car,11,1,Petrol,2972
Car,1,1,Petrol,2393
Car,10,1,Petrol,1998
Car,10,1,Petrol,1391
Car,8,1,Petrol,1390
Car,3,1,Heavy oil,1896
Car,4,1,Petrol,1242
Car,14,1,Petrol,1235
Car,12,1,Petrol,1124
Car,7,1,Petrol,1390
Car,14,1,Petrol,993
Bus or coach (17 or more pass seats),5,1,Heavy oil,7300
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,2874
Car,7,1,Petrol,1590
Motorcycle 125cc and under,4,1,Petrol,85
Car,13,1,Petrol,1998
Car,13,1,Petrol,1295
Motorcycle over 500cc,3,1,Petrol,640
Car,10,1,Petrol,1597
Car,5,1,Petrol,1796
Motorcycle over 125cc and up to 500cc,2,1,Petrol,498
Car,9,1,Petrol,1108
Taxi/Private hire car,7,1,Heavy oil,2664
Car,5,1,Petrol,1997
Car,2,1,Gas/Bi-fuel,1796
Motorcycle over 500cc,3,1,Petrol,645
Van / Goods 3.5 tonnes mgw or under,9,1,Heavy oil,2496
Car,4,1,Heavy oil,1753
Car,8,1,Petrol,1762
Car,4,1,Petrol,1497
Car,8,1,Petrol,1762
Car,21,1,Petrol,1296
Car,9,1,Petrol,1242
Car,8,1,Petrol,1762
Car,3,1,Petrol,1149
Car,5,1,Petrol,1781
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,2151
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,1896
Car,12,1,Petrol,1796
Motorcycle 125cc and under,3,1,Petrol,124
Bus or coach (17 or more pass seats),4,1,Heavy oil,7300
Car,8,1,Petrol,1391
Car,3,1,Heavy oil,1896
Car,5,1,Heavy oil,1974
Car,6,1,Petrol,1985
Car,8,1,Petrol,1390
Car,2,1,Petrol,3600
Car,9,1,Petrol,1590
Car,4,1,Petrol,1389
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,2188
Car,2,1,Heavy oil,2926
Car,3,1,Petrol,1998
Car,7,1,Petrol,1998
Van / Goods 3.5 tonnes mgw or under,13,1,Heavy oil,2496
Bus or coach (17 or more pass seats),4,1,Heavy oil,7300
Car,1,1,Heavy oil,2685
Car,13,1,Petrol,1493
Car,18,1,Petrol,1117
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,7,1,Petrol,973
Motorcycle over 125cc and up to 500cc,15,1,Petrol,500
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2187
Car,9,1,Heavy oil,1527
Car,2,1,Petrol,1596
Bus or coach (17 or more pass seats),1,1,Heavy oil,7300
Car,9,1,Heavy oil,1700
Car,11,1,Heavy oil,1769
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,13,1,Petrol,1493
Car,12,1,Petrol,1587
Car,14,1,Petrol,847
Motorcycle over 125cc and up to 500cc,3,1,Petrol,487
Car,6,1,Petrol,1124
Car,10,1,Petrol,1796
Car,3,1,Petrol,1388
Car,9,1,Petrol,1124
Motorcycle 50cc and under,10,1,Petrol,49
Car,15,1,Petrol,2494
Car,14,1,Petrol,1360
Car,10,1,Petrol,1489
Motorcycle over 500cc,1,1,Petrol,749
Car,1,1,Petrol,1242
Car,12,1,Heavy oil,2200
Car,5,1,Petrol,999
Car,7,1,Petrol,1998
Taxi/Private hire car,4,1,Heavy oil,2664
Car,4,1,Petrol,1595
Car,7,1,Petrol,1895
Car,1,1,Petrol,2000
Car,16,1,Petrol,1993
Car,11,1,Petrol,1997
Car,4,1,Petrol,998
Car,11,1,Petrol,998
Car,9,1,Petrol,1762
Motorcycle 125cc and under,3,1,Petrol,124
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,2151
Car,3,1,Heavy oil,1997
Car,12,1,Petrol,3980
Car,8,1,Petrol,1242
Car,4,1,Petrol,1598
Car,8,1,Petrol,1998
Car,7,1,Petrol,1598
Car,15,1,Petrol,1235
Car,7,1,Petrol,1988
Car,2,1,Petrol,1598
Car,15,1,Petrol,1998
Car,2,1,Heavy oil,1896
Car,7,1,Petrol,1799
Car,10,1,Petrol,1360
Car,7,1,Petrol,1489
Car,7,1,Petrol,1973
Car,12,1,Petrol,1389
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,2496
Car,11,1,Petrol,1299
Car,7,1,Petrol,2544
Bus or coach (17 or more pass seats),2,1,Heavy oil,9200
Car,6,1,Heavy oil,2498
Car,5,1,Heavy oil,1994
Car,1,1,Petrol,1796
Car,10,1,Heavy oil,1905
Car,4,1,Petrol,1796
Car,5,1,Petrol,1390
Car,4,1,Petrol,1587
Car,4,1,Petrol,1299
Motorcycle over 500cc,3,1,Petrol,1199
Car,9,1,Petrol,1590
Car,3,1,Petrol,1124
Car,4,1,Heavy oil,1896
Car,8,1,Petrol,2438
Car,11,1,Petrol,998
Car,5,1,Petrol,1598
Car,2,1,Petrol,1390
Bus or coach (17 or more pass seats),1,1,Heavy oil,7300
Taxi/Private hire car,9,1,Heavy oil,2664
Car,14,1,Petrol,1392
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2402
Car,8,1,Petrol,998
Car,10,1,Petrol,1289
Motorcycle over 125cc and up to 500cc,7,1,Petrol,499
Car,7,1,Petrol,1396
Car,2,1,Petrol,1598
Car,10,1,Petrol,1984
Car,4,1,Petrol,1749
Car,8,1,Petrol,1597
Car,13,1,Petrol,1590
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1753
Car,8,1,Petrol,1390
Bus or coach (17 or more pass seats),4,1,Heavy oil,7300
Car,9,1,Petrol,1984
Bus or coach (17 or more pass seats),7,1,Heavy oil,4250
Taxi/Private hire car,3,1,Heavy oil,2402
Car,4,1,Petrol,1781
Car,4,1,Heavy oil,1896
Car,1,1,Petrol,1596
Car,3,1,Heavy oil,2685
Motorcycle over 500cc,7,1,Petrol,599
Car,5,1,Petrol,1794
Car,5,1,Heavy oil,1686
Car,3,1,Petrol,1299
Car,4,1,Petrol,1796
Car,2,1,Petrol,1388
Car,9,1,Petrol,1587
Motorcycle over 500cc,4,1,Petrol,1250
Car,2,1,Heavy oil,1997
Car,3,1,Petrol,1769
Car,3,1,Petrol,1998
Car,9,1,Petrol,1796
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2461
Car,7,1,Petrol,1149
Car,15,1,Petrol,1272
Car,12,1,Heavy oil,1769
Car,12,1,Petrol,1984
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,1,1,Petrol,1199
Car,8,1,Petrol,1149
Car,1,1,Heavy oil,1398
Car,20,1,Petrol,1587
Car,15,1,Petrol,1596
Goods over 3.5t. and under 7.5t,5,1,Heavy oil,4116
Car,5,1,Petrol,999
Car,6,1,Petrol,1796
Car,11,1,Petrol,1998
Car,7,1,Petrol,1796
Car,8,1,Petrol/Gas (LPG),2500
Motorcycle over 500cc,1,1,Petrol,600
Car,8,1,Petrol,3199
Bus or coach (17 or more pass seats),5,1,Heavy oil,8300
Car,13,1,Petrol,1781
Car,40,1,Petrol,1192
Car,7,1,Petrol,1988
Car,5,1,Petrol,1599
Car,2,1,Petrol,1798
Car,12,1,Heavy oil,1905
Car,21,1,Petrol,2788
Car,2,1,Petrol,1242
Car,16,1,Petrol,3453
Car,8,1,Petrol,1299
Car,15,1,Petrol,1595
Car,1,1,Petrol,1497
Car,16,1,Petrol,1986
Car,5,1,Petrol,2497
Motorcycle over 500cc,19,1,Petrol,564
Motorcycle over 500cc,15,1,Petrol,798
Car,9,1,Petrol,1299
Car,12,1,Petrol,1490
Taxi/Private hire car,4,1,Heavy oil,1997
Car,11,1,Petrol,1598
Car,11,1,Petrol,1991
Car,12,1,Heavy oil,1753
Motorcycle over 500cc,5,1,Petrol,1200
Car,9,1,Petrol,1799
Car,10,1,Heavy oil,2188
Car,3,1,Petrol,1794
Car,8,1,Petrol,1299
Car,4,1,Petrol,1796
Car,15,1,Petrol,1297
Bus or coach (17 or more pass seats),1,1,Heavy oil,7300
Motorcycle over 125cc and up to 500cc,13,1,Petrol,233
Car,8,1,Petrol,1242
Car,1,1,Petrol,1149
