Vehicle_Type,Age_of_Vehicle,Was_Vehicle_Left_Hand_Drive?,Propulsion_Code,Engine_Capacity_(CC)
Car,8,1,Petrol,1370
Motorcycle over 500cc,1,1,Petrol,1137
Car,4,1,Petrol,1783
Car,7,1,Petrol,1997
Car,7,1,Petrol,1997
Motorcycle over 500cc,8,1,Petrol,644
Car,8,1,Petrol,1998
Car,13,1,Petrol,1139
Motorcycle 125cc and under,1,1,Petrol,124
Car,5,1,Petrol,1997
Car,10,1,Petrol,1996
Motorcycle over 125cc and up to 500cc,10,1,Petrol,398
Car,7,1,Heavy oil,1998
Motorcycle 125cc and under,2,1,Petrol,125
Car,3,1,Petrol,1149
Motorcycle 125cc and under,1,1,Petrol,124
Car,8,1,Petrol,1587
Car,1,1,Petrol,1124
Car,11,1,Petrol,1991
Car,1,1,Heavy oil,1686
Car,11,1,Petrol,1996
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,1753
Motorcycle over 500cc,2,1,Petrol,645
Car,7,1,Petrol,1388
Car,1,1,Petrol,1598
Car,3,1,Heavy oil,1689
Car,5,1,Petrol,1598
Car,3,1,Petrol,1781
Car,5,1,Heavy oil,2902
Car,6,1,Petrol,1149
Car,6,1,Petrol,1299
Car,9,1,Petrol,1796
Car,4,1,Petrol,2597
Car,4,1,Petrol,2597
Car,1,1,Petrol,1598
Car,1,1,Petrol,1598
Car,9,1,Petrol,1389
Car,8,1,Petrol,2000
Car,8,1,Petrol,2000
Car,1,1,Petrol,1360
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Car,8,1,Petrol,1396
Car,9,1,Petrol,1119
Car,3,1,Petrol,1124
Car,5,1,Petrol,1998
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,12,1,Petrol,1120
Car,2,1,Heavy oil,1995
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Motorcycle 125cc and under,16,1,Petrol,79
Motorcycle over 500cc,11,1,Petrol,599
Car,6,1,Petrol,1597
Car,6,1,Petrol,1597
Bus or coach (17 or more pass seats),3,1,Heavy oil,3900
Motorcycle over 500cc,1,1,Petrol,749
Car,6,1,Petrol,1598
Car,14,1,Petrol,1905
Car,11,1,Petrol,1984
Car,9,1,Petrol,1796
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Bus or coach (17 or more pass seats),4,1,Heavy oil,7300
Car,6,1,Petrol,1598
Car,8,1,Petrol,1300
Car,9,1,Petrol,2198
Car,5,1,Petrol,1598
Car,5,1,Petrol,1598
Motorcycle 50cc and under,5,1,Petrol,49
Motorcycle over 125cc and up to 500cc,9,1,Petrol,499
Car,3,1,Heavy oil,1997
Car,4,1,Petrol,1390
Motorcycle 50cc and under,4,1,Petrol,49
Car,7,1,Petrol,1390
Car,7,1,Petrol,1390
Car,8,1,Petrol,1850
Car,9,1,Petrol,1242
Car,9,1,Petrol,1589
Car,9,1,Petrol,1396
Car,9,1,Petrol,1396
Car,3,1,Heavy oil,1896
Car,2,1,Petrol,1396
Car,2,1,Petrol,1199
Car,11,1,Petrol,1998
Car,11,1,Petrol,1998
Car,17,1,Petrol,1595
Car,9,1,Petrol,1597
Car,5,1,Petrol,1299
Car,5,1,Petrol,1299
Car,8,1,Petrol,1850
Motorcycle over 500cc,3,1,Petrol,800
Motorcycle over 500cc,5,1,Petrol,599
Car,2,1,Petrol,1390
Motorcycle over 500cc,4,1,Petrol,781
Motorcycle over 500cc,5,1,Petrol,599
Car,12,1,Petrol,1590
Motorcycle over 500cc,3,1,Petrol,919
Car,5,1,Petrol,998
Car,6,1,Petrol,1242
Motorcycle 50cc and under,5,1,Petrol,49
Car,5,1,Petrol,973
Motorcycle over 500cc,7,1,Petrol,998
Car,11,1,Heavy oil,1753
Motorcycle over 125cc and up to 500cc,1,1,Petrol,499
Car,1,1,Petrol,1388
Car,13,1,Petrol,1297
Car,1,1,Petrol,2967
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,1686
Car,3,1,Petrol,1388
Car,9,1,Petrol,1597
Motorcycle over 125cc and up to 500cc,9,1,Petrol,233
Car,6,1,Petrol,998
Car,4,1,Petrol,998
Car,4,1,Petrol,1796
Car,2,1,Petrol,1390
Car,12,1,Petrol,1391
Car,16,1,Petrol,1396
Car,16,1,Petrol,1396
Car,13,1,Petrol,1596
Car,2,1,Petrol,1242
Car,7,1,Petrol,1796
Motorcycle over 500cc,7,1,Petrol,599
Car,3,1,Petrol,1998
Car,7,1,Petrol,1994
Motorcycle over 500cc,7,1,Petrol,745
Motorcycle 125cc and under,2,1,Petrol,125
Motorcycle 125cc and under,2,1,Petrol,125
Car,3,1,Petrol,1598
Car,1,1,Petrol,1796
Car,6,1,Petrol,1985
Car,9,1,Petrol,1389
Car,6,1,Petrol,1998
Motorcycle 125cc and under,2,1,Petrol,100
Car,1,1,Heavy oil,1896
Taxi/Private hire car,2,1,Heavy oil,1998
Motorcycle over 500cc,6,1,Petrol,599
Car,10,1,Petrol,1124
Car,2,1,Heavy oil,1951
Car,5,1,Petrol,998
Car,12,1,Petrol,1332
Car,8,1,Petrol,1587
Car,6,1,Petrol,1998
Car,6,1,Petrol,1998
Car,7,1,Petrol,1796
Car,7,1,Petrol,1598
Car,13,1,Petrol,1998
Car,13,1,Petrol,1998
Motorcycle over 125cc and up to 500cc,3,1,Petrol,487
Car,11,1,Petrol,1587
Goods 7.5 tonnes mgw and over,3,1,Heavy oil,12130
Car,10,1,Petrol,1108
Car,4,1,Petrol,1598
Car,4,1,Petrol,1598
Car,3,1,Petrol,1360
Car,13,1,Petrol,1289
Car,7,1,Petrol,1998
Car,2,1,Petrol,1598
Car,7,1,Petrol,1396
Car,5,1,Petrol,1596
Car,15,1,Petrol,1297
Bus or coach (17 or more pass seats),2,1,Heavy oil,7300
Car,15,1,Petrol,1998
Car,15,1,Petrol,1998
Car,1,1,Petrol,1596
Car,1,1,Petrol,1596
Car,7,1,Petrol,1242
Car,9,1,Petrol,1995
Motorcycle 125cc and under,4,1,Petrol,124
Car,8,1,Petrol,1598
Motorcycle 125cc and under,3,1,Petrol,125
Car,14,1,Petrol,1998
Motorcycle over 500cc,2,1,Petrol,599
Car,11,1,Petrol,1781
Car,1,1,Heavy oil,1998
Motorcycle over 500cc,7,1,Petrol,599
Car,7,1,Petrol,1781
Motorcycle 125cc and under,2,1,Petrol,125
Car,1,1,Heavy oil,1560
Motorcycle over 500cc,2,1,Petrol,992
Car,6,1,Petrol,2198
Car,11,1,Heavy oil,2498
Car,9,1,Petrol,1108
Car,4,1,Heavy oil,1868
Motorcycle over 500cc,13,1,Petrol,1052
Car,7,1,Petrol,1341
Motorcycle over 500cc,1,1,Petrol,645
Car,13,1,Heavy oil,2470
Car,4,1,Petrol,1388
Goods 7.5 tonnes mgw and over,2,1,Heavy oil,6370
Car,2,1,Petrol,2000
Car,7,1,Petrol,1996
Car,8,1,Petrol,1242
Car,9,1,Petrol,1391
Motorcycle over 500cc,3,1,Petrol,645
Motorcycle 125cc and under,2,1,Petrol,125
Car,3,1,Heavy oil,1896
Car,4,1,Petrol,1781
Car,14,1,Petrol,1781
Car,14,1,Petrol,1781
Car,14,1,Petrol,1781
Motorcycle over 500cc,2,1,Petrol,645
Car,8,1,Petrol,1396
Bus or coach (17 or more pass seats),1,1,Heavy oil,3900
Car,3,1,Petrol,2295
Car,3,1,Petrol,2295
Car,4,1,Petrol,1242
Car,10,1,Petrol,1998
Car,5,1,Petrol,3960
Bus or coach (17 or more pass seats),2,1,Heavy oil,7300
Motorcycle over 125cc and up to 500cc,11,1,Petrol,498
Motorcycle over 500cc,2,1,Petrol,600
Car,2,1,Petrol,1598
Car,2,1,Petrol,1598
Car,4,1,Petrol,1598
Car,4,1,Petrol,1598
Taxi/Private hire car,3,1,Gas/Bi-fuel,1796
Car,9,1,Petrol,1998
Motorcycle 125cc and under,5,1,Petrol,101
Car,2,1,Petrol,1199
Motorcycle 125cc and under,3,1,Petrol,124
Bus or coach (17 or more pass seats),2,1,Heavy oil,7300
Car,8,1,Petrol,1195
Car,2,1,Petrol,1299
Car,2,1,Petrol,1299
Car,5,1,Heavy oil,1995
Car,12,1,Petrol,1598
Car,8,1,Heavy oil,1905
Car,5,1,Petrol,1587
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1753
Car,8,1,Petrol,1242
Car,6,1,Petrol,1296
Car,6,1,Petrol,1296
Car,3,1,Petrol,1796
Car,12,1,Heavy oil,1769
Motorcycle 125cc and under,2,1,Petrol,124
Car,8,1,Petrol,1998
Car,17,1,Petrol,1116
Car,14,1,Petrol,1597
Car,1,1,Heavy oil,1896
Car,7,1,Petrol,1850
Car,2,1,Petrol,1390
Car,2,1,Petrol,1390
Car,12,1,Petrol,1299
Car,4,1,Petrol,1299
Motorcycle 125cc and under,5,1,Petrol,124
Motorcycle 50cc and under,4,1,Petrol,49
Car,1,1,Heavy oil,1998
Motorcycle over 500cc,17,1,Petrol,749
Car,5,1,Petrol,1998
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2151
Car,6,1,Petrol,1997
Car,5,1,Petrol,1242
Car,2,1,Petrol,1596
Motorcycle over 500cc,2,1,Petrol,998
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,7,1,Petrol,1948
Car,3,1,Petrol,998
Car,13,1,Petrol,1118
Car,5,1,Petrol,1242
Car,3,1,Heavy oil,1686
Car,2,1,Petrol,1596
Motorcycle over 500cc,5,1,Petrol,599
Motorcycle over 500cc,10,1,Petrol,583
Car,9,1,Petrol,1391
Car,6,1,Petrol,2494
Car,3,1,Petrol,1998
Goods 7.5 tonnes mgw and over,9,1,Heavy oil,11116
Car,8,1,Petrol,1124
Car,4,1,Petrol,2295
Car,4,1,Petrol,2295
Car,3,1,Petrol,993
Car,3,1,Petrol,993
Car,9,1,Petrol,1120
Car,1,1,Petrol,1199
Car,11,1,Petrol,1836
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Car,8,1,Heavy oil,1905
Car,10,1,Heavy oil,1753
Motorcycle over 500cc,2,1,Petrol,652
Car,11,1,Petrol,1598
Car,11,1,Petrol,1988
Motorcycle 50cc and under,6,1,Petrol,49
Car,3,1,Heavy oil,1995
Car,6,1,Heavy oil,1997
Car,16,1,Petrol,1124
Car,5,1,Petrol,1398
Car,5,1,Petrol,1199
Car,10,1,Petrol,1998
Car,16,1,Petrol,1998
Car,8,1,Petrol,1796
Car,11,1,Heavy oil,1753
Bus or coach (17 or more pass seats),2,1,Heavy oil,7300
Bus or coach (17 or more pass seats),2,1,Heavy oil,7300
Car,2,1,Petrol,2295
Car,2,1,Petrol,2295
Car,5,1,Petrol,1598
Car,5,1,Petrol,1598
Car,9,1,Petrol,1396
Car,9,1,Petrol,1396
Car,2,1,Petrol,1796
Bus or coach (17 or more pass seats),4,1,Heavy oil,4250
Car,1,1,Petrol,1796
Car,8,1,Petrol,1389
Car,1,1,Heavy oil,2184
Car,6,1,Petrol,1124
Car,11,1,Petrol,2435
Car,4,1,Petrol,1796
Car,2,1,Petrol,1199
Car,14,1,Petrol,1390
Car,9,1,Petrol,1299
Car,7,1,Petrol,1598
Motorcycle over 500cc,6,1,Petrol,599
Taxi/Private hire car,8,1,Heavy oil,2496
Car,11,1,Petrol,1299
Car,2,1,Petrol,1997
Car,2,1,Petrol,1997
Car,3,1,Heavy oil,1998
Car,8,1,Petrol,1299
Car,1,1,Petrol,1490
Car,2,1,Petrol,998
Car,11,1,Petrol,1597
Car,9,1,Petrol,1299
Car,7,1,Petrol,1299
Car,7,1,Petrol,1299
Car,11,1,Petrol,1391
Car,6,1,Petrol,1988
Motorcycle 50cc and under,1,1,Petrol,49
Car,14,1,Petrol,2290
Car,3,1,Petrol,1596
Car,8,1,Petrol,1124
Car,11,1,Petrol,1597
Car,3,1,Petrol,1596
Car,3,1,Petrol,1124
Car,15,1,Petrol,1590
Car,3,1,Petrol,1299
Car,5,1,Petrol,1390
Motorcycle over 500cc,4,1,Petrol,929
Car,5,1,Petrol,1298
Car,14,1,Petrol,2316
Car,14,1,Petrol,2316
Car,10,1,Petrol,1299
Car,1,1,Heavy oil,1896
Car,7,1,Petrol,1242
Car,18,1,Petrol,1294
Car,6,1,Petrol,1769
Car,7,1,Petrol,1597
Car,3,1,Petrol,1781
Car,5,1,Petrol,1895
Car,6,1,Petrol,1794
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Car,3,1,Petrol,1596
Car,9,1,Petrol,1598
Car,13,1,Petrol,1324
Car,8,1,Heavy oil,1905
Car,9,1,Petrol,1799
Car,4,1,Petrol,1796
Car,4,1,Petrol,1796
Van / Goods 3.5 tonnes mgw or under,12,1,Petrol,1994
Taxi/Private hire car,6,1,Petrol,1769
Car,8,1,Heavy oil,1998
Car,3,1,Petrol,1124
Car,1,1,Petrol,1198
Car,6,1,Petrol,1396
Car,6,1,Petrol,1396
Car,5,1,Petrol,3199
Car,5,1,Petrol,1242
Car,4,1,Petrol,2967
Motorcycle over 125cc and up to 500cc,6,1,Petrol,249
Car,5,1,Petrol,1988
Car,7,1,Petrol,1597
Motorcycle 50cc and under,1,1,Petrol,49
Motorcycle 50cc and under,1,1,Petrol,49
Car,11,1,Petrol,899
Motorcycle over 500cc,1,1,Petrol,1137
Car,5,1,Petrol,1800
Car,5,1,Petrol,1598
Taxi/Private hire car,15,1,Heavy oil,2664
Car,5,1,Petrol,998
Motorcycle 50cc and under,5,1,Petrol,49
Car,10,1,Petrol,1299
Car,7,1,Petrol,1289
Car,9,1,Petrol,1332
Car,4,1,Petrol,1598
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,2446
Car,17,1,Petrol,2849
Car,17,1,Petrol,2849
Other vehicle,30,1,Petrol,1584
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2402
Car,12,1,Petrol,1332
Car,9,1,Petrol,1196
Car,8,1,Petrol,999
Car,1,1,Petrol,1599
Car,4,1,Petrol,1767
Car,1,1,Petrol,1240
Car,11,1,Petrol,1389
Car,10,1,Petrol,1389
Car,8,1,Heavy oil,1905
Car,2,1,Heavy oil,1896
Car,8,1,Petrol,1242
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,1900
Car,7,1,Heavy oil,1753
Car,7,1,Heavy oil,1753
Car,10,1,Petrol,1998
Car,10,1,Petrol,1998
Car,10,1,Petrol,1998
Car,5,1,Petrol,1391
Car,4,1,Petrol,1124
Car,1,1,Petrol,1086
Van / Goods 3.5 tonnes mgw or under,14,1,Petrol,1486
Car,11,1,Petrol,1299
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2874
Car,3,1,Petrol,1598
Car,11,1,Petrol,1389
Car,1,1,Petrol,1796
Car,7,1,Petrol,1349
Car,15,1,Petrol,1597
Car,3,1,Petrol,1679
Car,7,1,Petrol,1124
Car,8,1,Petrol,1984
Car,1,1,Petrol,1598
Car,7,1,Petrol,1299
Car,13,1,Petrol,1372
Car,13,1,Petrol,1372
Car,10,1,Petrol,1783
Car,12,1,Heavy oil,1753
Car,9,1,Petrol,998
Car,1,1,Petrol,1242
Motorcycle over 500cc,8,1,Petrol,599
Car,4,1,Petrol,1598
Car,11,1,Petrol,1998
Car,1,1,Petrol,1596
Car,1,1,Petrol,1587
Car,2,1,Petrol,1242
Bus or coach (17 or more pass seats),3,1,Heavy oil,7300
Car,16,1,Petrol,1997
Motorcycle over 500cc,15,1,Petrol,1002
Car,5,1,Petrol,1796
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,2370
Car,1,1,Petrol,2616
Motorcycle 50cc and under,3,1,Petrol,49
Motorcycle 125cc and under,2,1,Petrol,125
Car,11,1,Petrol,1493
Car,1,1,Petrol,1998
Car,14,1,Petrol,1905
Car,6,1,Petrol,1124
Car,8,1,Petrol,1796
Motorcycle 125cc and under,1,1,Petrol,125
Car,9,1,Petrol,1596
Car,2,1,Petrol,1598
Car,1,1,Petrol,1061
Car,1,1,Petrol,1061
Motorcycle over 500cc,13,1,Petrol,750
Car,5,1,Petrol,1596
Car,2,1,Heavy oil,1995
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Car,8,1,Petrol,2295
Car,8,1,Petrol,2295
Bus or coach (17 or more pass seats),4,1,Heavy oil,7300
Goods 7.5 tonnes mgw and over,1,1,Heavy oil,2300
Car,8,1,Petrol,1124
Car,8,1,Petrol,1124
Car,5,1,Petrol,3217
Car,10,1,Petrol,1796
Motorcycle 50cc and under,3,1,Petrol,49
Car,3,1,Petrol,1199
Car,6,1,Petrol,1299
Car,5,1,Petrol,1389
Car,13,1,Petrol,1905
Car,5,1,Petrol,1299
Car,5,1,Petrol,1299
Car,2,1,Petrol,1198
Car,7,1,Petrol,1390
Car,3,1,Petrol,1199
Car,1,1,Heavy oil,1560
Car,5,1,Petrol,1360
Car,2,1,Petrol,998
Motorcycle 125cc and under,5,1,Petrol,124
Car,2,1,Petrol,1598
Car,16,1,Petrol,1390
Car,16,1,Petrol,1390
Car,17,1,Petrol,1990
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,7,1,Petrol,1599
Car,7,1,Petrol,1599
Car,2,1,Heavy oil,2179
Car,7,1,Petrol,1991
Car,7,1,Petrol,1991
Car,13,1,Petrol,1796
Car,4,1,Petrol,998
Car,5,1,Heavy oil,1753
Car,5,1,Heavy oil,1753
Car,9,1,Petrol,1850
Car,8,1,Petrol,1781
Car,8,1,Petrol,1781
Car,6,1,Petrol,1360
Car,1,1,Petrol,1796
Car,1,1,Petrol,1199
Car,1,1,Petrol,1199
Car,9,1,Petrol,1597
Car,4,1,Petrol,1299
Car,5,1,Petrol,1988
Car,4,1,Petrol,1840
Bus or coach (17 or more pass seats),1,1,Heavy oil,3900
Car,4,1,Petrol,1783
Motorcycle over 500cc,1,1,Petrol,599
Car,7,1,Petrol,1360
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Car,5,1,Petrol,1796
Car,5,1,Petrol,1796
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1686
Car,4,1,Petrol,1299
Car,4,1,Petrol,1299
Car,6,1,Petrol,1598
Car,2,1,Petrol,1998
Car,1,1,Petrol,3179
Car,5,1,Petrol,1299
Car,6,1,Petrol,998
Car,2,1,Petrol,1769
Car,7,1,Heavy oil,1700
Car,8,1,Heavy oil,1905
Car,1,1,Petrol,1781
Car,1,1,Heavy oil,2184
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2402
Car,1,1,Petrol,1364
Car,11,1,Petrol,1389
Car,2,1,Heavy oil,1896
Car,5,1,Petrol,1275
Car,5,1,Petrol,1275
Car,6,1,Petrol,2967
Car,4,1,Petrol,993
Car,11,1,Petrol,3000
Car,2,1,Petrol,1240
Motorcycle over 500cc,9,1,Petrol,750
Car,10,1,Petrol,1124
Car,11,1,Petrol,1781
Car,4,1,Heavy oil,1997
Car,7,1,Petrol,1242
Car,1,1,Heavy oil,1896
Motorcycle 50cc and under,3,1,Petrol,49
Motorcycle 125cc and under,5,1,Petrol,125
Car,16,1,Heavy oil,1753
Motorcycle 125cc and under,2,1,Petrol,124
Car,3,1,Petrol,1584
Car,7,1,Petrol,1242
Bus or coach (17 or more pass seats),1,1,Heavy oil,7300
Car,8,1,Petrol,1389
Car,7,1,Petrol,1781
Car,2,1,Petrol,1199
Car,5,1,Heavy oil,1686
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Motorcycle over 125cc and up to 500cc,11,1,Petrol,400
Car,6,1,Petrol,1242
Car,6,1,Petrol,1242
Car,11,1,Petrol,1299
Car,13,1,Heavy oil,1769
Car,1,1,Petrol,1199
Car,6,1,Petrol,1242
Car,11,1,Petrol,1391
Car,9,1,Petrol,1796
Car,6,1,Petrol,998
Car,6,1,Petrol,998
Motorcycle over 125cc and up to 500cc,11,1,Petrol,398
Motorcycle 50cc and under,4,1,Petrol,49
Car,2,1,Petrol,1199
Car,9,1,Petrol,1196
Car,4,1,Petrol,1783
Car,2,1,Heavy oil,2926
Car,2,1,Heavy oil,2926
Car,16,1,Petrol,1295
Car,2,1,Heavy oil,1248
Car,12,1,Petrol,1587
Car,13,1,Petrol,1595
Car,7,1,Heavy oil,1905
Car,9,1,Petrol,1597
Car,11,1,Heavy oil,1686
Car,15,1,Petrol,1117
Car,6,1,Petrol,1598
Car,13,1,Petrol,2000
Car,8,1,Petrol,1589
Car,4,1,Heavy oil,1870
Car,2,1,Petrol,1596
Car,4,1,Petrol,1596
Motorcycle over 500cc,3,1,Petrol,955
Car,11,1,Petrol,1171
Car,8,1,Petrol,1299
Car,8,1,Petrol,1597
Motorcycle 125cc and under,9,1,Petrol,124
Car,4,1,Petrol,1796
Car,12,1,Petrol,993
Car,2,1,Heavy oil,1998
Car,1,1,Petrol,1388
Bus or coach (17 or more pass seats),3,1,Heavy oil,5883
Car,14,1,Petrol,769
Car,3,1,Petrol,1198
Car,11,1,Petrol,1120
Car,11,1,Petrol,1120
Motorcycle 125cc and under,1,1,Petrol,124
Car,6,1,Petrol,1390
Bus or coach (17 or more pass seats),3,1,Heavy oil,7300
Car,1,1,Petrol,1596
Car,1,1,Petrol,1596
Car,5,1,Petrol,1598
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,4,1,Petrol,1497
Car,12,1,Heavy oil,1905
Motorcycle over 125cc and up to 500cc,3,1,Petrol,1450
Car,2,1,Petrol,1299
Car,3,1,Heavy oil,1753
Car,7,1,Petrol,3301
Motorcycle over 125cc and up to 500cc,17,1,Petrol,398
Car,6,1,Petrol,998
Car,6,1,Petrol,998
Car,8,1,Petrol,1195
Car,9,1,Petrol,1796
Car,10,1,Heavy oil,1905
Car,14,1,Heavy oil,2195
Car,3,1,Petrol,1299
Motorcycle over 500cc,4,1,Petrol,599
Car,3,1,Heavy oil,1896
Taxi/Private hire car,4,1,Heavy oil,2664
Car,3,1,Petrol,1124
Car,8,1,Petrol,2000
Car,5,1,Petrol,1390
Car,5,1,Petrol,1390
Car,8,1,Petrol,1299
Car,1,1,Petrol,1796
Car,7,1,Petrol,1124
Car,5,1,Heavy oil,1686
Car,5,1,Heavy oil,1686
Car,4,1,Petrol,1360
Car,6,1,Petrol,1149
Car,6,1,Petrol,1149
Car,2,1,Petrol,1388
Car,1,1,Petrol,1794
Car,5,1,Heavy oil,3226
Car,3,1,Petrol,998
Car,9,1,Petrol,1196
Car,6,1,Petrol,1390
Car,6,1,Petrol,1998
Motorcycle over 500cc,6,1,Petrol,599
Car,6,1,Petrol,1396
Car,6,1,Petrol,1396
Car,6,1,Petrol,1600
Car,5,1,Petrol,999
Car,3,1,Petrol,2687
Car,3,1,Petrol,2687
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1997
Motorcycle 50cc and under,2,1,Petrol,49
Car,9,1,Petrol,1242
Car,5,1,Heavy oil,1868
Car,11,1,Petrol,1275
Car,11,1,Petrol,1275
Car,6,1,Petrol,1242
Car,6,1,Petrol,1242
Car,12,1,Heavy oil,1896
Motorcycle 125cc and under,2,1,Petrol,125
Car,7,1,Petrol,1761
Car,8,1,Petrol,2295
Car,3,1,Petrol,2494
Motorcycle 125cc and under,1,1,Petrol,125
Car,9,1,Petrol,1120
Car,4,1,Petrol,1389
Car,8,1,Petrol,1149
Car,8,1,Petrol,1396
Car,13,1,Petrol,1118
Car,2,1,Petrol,1399
Car,3,1,Petrol,973
Motorcycle 125cc and under,1,1,Petrol,102
Car,8,1,Petrol,1597
Car,10,1,Petrol,1390
Car,2,1,Petrol,1242
Car,7,1,Petrol,3378
Car,9,1,Petrol,1242
Car,6,1,Petrol,1762
Car,1,1,Heavy oil,1994
Car,5,1,Petrol,2000
Car,7,1,Petrol,1781
Motorcycle 50cc and under,1,1,Petrol,49
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,1998
Car,8,1,Petrol,2295
Car,6,1,Petrol,1299
Car,8,1,Petrol,1597
Car,8,1,Petrol,1597
Car,4,1,Petrol,1242
Car,3,1,Heavy oil,1994
Car,16,1,Petrol,988
Car,13,1,Petrol,1392
Car,10,1,Petrol,1598
Car,4,1,Petrol,998
Car,7,1,Petrol,1895
Bus or coach (17 or more pass seats),4,1,Heavy oil,7300
Car,8,1,Petrol,1299
Car,15,1,Petrol,2316
Car,12,1,Petrol,1196
Car,7,1,Petrol,1391
Car,6,1,Petrol,1985
Car,6,1,Petrol,989
Car,2,1,Petrol,1299
Car,2,1,Petrol,1299
Car,9,1,Petrol,1391
Motorcycle over 500cc,4,1,Petrol,553
Car,7,1,Petrol,1390
Car,7,1,Petrol,1390
Car,9,1,Petrol,1796
Car,7,1,Petrol,1998
Car,9,1,Petrol,1391
Car,2,1,Petrol,1240
Car,2,1,Petrol,1998
Car,2,1,Petrol,1587
Car,2,1,Petrol,1587
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,18,1,Petrol,1587
Car,11,1,Petrol,2000
Car,4,1,Petrol,1242
Car,9,1,Heavy oil,1896
Motorcycle 50cc and under,2,1,Petrol,49
Goods over 3.5t. and under 7.5t,4,1,Heavy oil,2151
Car,8,1,Petrol,1796
Car,7,1,Petrol,1242
Car,15,1,Petrol,1392
Car,4,1,Petrol,1781
Car,3,1,Petrol,1396
Car,5,1,Petrol,1600
Car,10,1,Petrol,1796
Car,10,1,Petrol,1796
Car,10,1,Petrol,1597
Motorcycle over 500cc,2,1,Petrol,645
Car,2,1,Petrol,1769
Car,8,1,Petrol,1762
Car,7,1,Petrol,1998
Car,15,1,Petrol,1235
Car,1,1,Heavy oil,2495
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,8,1,Petrol,1396
Car,13,1,Petrol,1390
Motorcycle 50cc and under,2,1,Petrol,49
Car,18,1,Petrol,1597
Car,5,1,Petrol,1242
Car,3,1,Petrol,973
Car,8,1,Petrol,1242
Car,8,1,Petrol,1275
Car,6,1,Petrol,1388
Car,8,1,Petrol,1998
Car,2,1,Petrol,3600
Car,2,1,Heavy oil,1998
Car,3,1,Heavy oil,1686
Car,8,1,Petrol,1998
Car,8,1,Petrol,1998
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,1998
Motorcycle 125cc and under,5,1,Petrol,124
Car,15,1,Petrol,1598
Motorcycle 125cc and under,2,1,Petrol,124
Car,5,1,Heavy oil,1870
Car,10,1,Petrol,1331
Car,10,1,Petrol,1997
Car,8,1,Petrol,1390
Goods 7.5 tonnes mgw and over,6,1,Heavy oil,12600
Car,19,1,Petrol,1587
Car,15,1,Petrol,1997
Bus or coach (17 or more pass seats),3,1,Heavy oil,5850
Bus or coach (17 or more pass seats),3,1,Heavy oil,5850
Car,8,1,Heavy oil,1686
Car,7,1,Petrol,1850
Motorcycle over 500cc,2,1,Petrol,599
Car,1,1,Petrol,1397
Car,10,1,Heavy oil,1905
Car,12,1,Petrol,1996
Car,9,1,Petrol,1598
Motorcycle over 500cc,4,1,Petrol,647
Bus or coach (17 or more pass seats),6,1,Heavy oil,8650
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2800
