Vehicle_Type,Age_of_Vehicle,Was_Vehicle_Left_Hand_Drive,Propulsion_Code,Engine_Capacity_CC
Car,1,1,Petrol,2656
Car,4,1,Petrol,1970
Car,1,1,Heavy oil,2967
Motorcycle 125cc and under,9,1,Petrol,85
Car,12,1,Petrol,1998
Car,11,1,Petrol,1984
Car,3,1,Petrol,1988
Car,15,1,Petrol,1587
Car,3,1,Petrol,1360
Car,1,1,Petrol,1596
Car,1,1,Petrol,1798
Car,1,1,Petrol,1798
Car,6,1,Petrol,998
Car,7,1,Petrol,1360
Car,7,1,Petrol,1360
Car,19,1,Petrol,998
Car,6,1,Petrol,1991
Car,5,1,Petrol,2494
Car,10,1,Petrol,1762
Car,7,1,Petrol,1783
Car,2,1,Petrol,3474
Car,1,1,Petrol,998
Car,3,1,Petrol,1124
Car,4,1,Petrol,1598
Car,4,1,Petrol,1598
Car,5,1,Petrol,1794
Car,7,1,Petrol,1597
Car,1,1,Petrol,1781
Motorcycle 125cc and under,4,1,Petrol,124
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2151
Car,11,1,Heavy oil,1896
Car,11,1,Heavy oil,1896
Motorcycle 125cc and under,3,1,Petrol,124
Goods 7.5 tonnes mgw and over,1,1,Heavy oil,3920
Motorcycle 125cc and under,4,1,Petrol,85
Car,9,1,Petrol,1799
Car,14,1,Petrol,1796
Car,2,1,Heavy oil,1998
Car,12,1,Petrol,1598
Car,1,1,Petrol,1598
Car,13,1,Heavy oil,2180
Car,8,1,Petrol,1597
Car,6,1,Heavy oil,1997
Car,1,1,Petrol,1598
Car,1,1,Petrol,1598
Car,9,1,Petrol,1587
Car,8,1,Petrol,1596
Car,3,1,Petrol,1598
Car,8,1,Petrol,1781
Car,11,1,Petrol,2438
Car,11,1,Petrol,2438
Car,12,1,Petrol,1171
Car,4,1,Petrol,1199
Car,16,1,Heavy oil,1597
Car,4,1,Petrol,1199
Car,16,1,Heavy oil,1597
Minibus (8 - 16 passenger seats),1,1,Heavy oil,1998
Minibus (8 - 16 passenger seats),1,1,Heavy oil,1998
Motorcycle 50cc and under,9,1,Petrol,49
Motorcycle 50cc and under,9,1,Petrol,49
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2446
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,1896
Car,5,1,Petrol,599
Car,5,1,Petrol,599
Car,4,1,Petrol,1596
Car,4,1,Heavy oil,1753
Car,6,1,Petrol,1242
Car,4,1,Petrol,1596
Car,4,1,Heavy oil,1753
Car,6,1,Petrol,1242
Motorcycle over 500cc,4,1,Petrol,600
Car,3,1,Petrol,1339
Car,14,1,Petrol,2960
Car,8,1,Petrol,1396
Car,9,1,Petrol,1761
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1686
Car,10,1,Petrol,1796
Goods 7.5 tonnes mgw and over,8,1,Heavy oil,5861
Car,3,1,Petrol,1595
Car,17,1,Petrol,1990
Car,5,1,Heavy oil,1997
Motorcycle over 500cc,3,1,Petrol,636
Car,6,1,Petrol,1396
Car,12,1,Petrol,1120
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,1686
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,1686
Car,5,1,Petrol,2498
Car,8,1,Petrol,1589
Car,11,1,Petrol,1596
Car,4,1,Petrol,1250
Car,4,1,Petrol,1360
Taxi/Private hire car,3,1,Heavy oil,2664
Car,12,1,Petrol,1597
Car,12,1,Petrol,1597
Car,12,1,Petrol,1597
Car,7,1,Heavy oil,1896
Car,7,1,Heavy oil,1896
Car,2,1,Petrol,1595
Car,2,1,Petrol,1595
Car,4,1,Heavy oil,1461
Car,4,1,Heavy oil,1461
Car,4,1,Heavy oil,1461
Goods over 3.5t. and under 7.5t,2,1,Heavy oil,4250
Car,4,1,Petrol,1598
Car,8,1,Petrol,2494
Car,4,1,Petrol,1598
Car,8,1,Petrol,2494
Car,4,1,Petrol,1598
Car,8,1,Petrol,2494
Car,4,1,Petrol,1598
Car,15,1,Petrol,1595
Car,4,1,Petrol,1598
Car,15,1,Petrol,1595
Car,12,1,Petrol,1796
Car,10,1,Heavy oil,2180
Car,8,1,Petrol,2295
Motorcycle over 500cc,4,1,Petrol,1164
Car,9,1,Petrol,1392
Car,1,1,Heavy oil,1896
Car,1,1,Heavy oil,1896
Motorcycle 125cc and under,2,1,Petrol,124
Van / Goods 3.5 tonnes mgw or under,14,1,Heavy oil,2496
Car,9,1,Petrol,1997
Motorcycle over 500cc,5,1,Petrol,649
Car,16,1,Petrol,1597
Car,5,1,Petrol,3199
Car,9,1,Heavy oil,1905
Car,4,1,Petrol,4266
Car,9,1,Heavy oil,1905
Car,4,1,Petrol,4266
Car,9,1,Heavy oil,1905
Car,4,1,Petrol,4266
Car,12,1,Petrol,1596
Car,12,1,Petrol,1596
Car,12,1,Petrol,1596
Car,15,1,Petrol,1998
Car,15,1,Petrol,1998
Car,11,1,Petrol,1396
Car,15,1,Petrol,1596
Car,4,1,Petrol,1598
Taxi/Private hire car,11,1,Heavy oil,2664
Car,2,1,Petrol,3724
Car,7,1,Petrol,1988
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,1998
Car,8,1,Petrol,2457
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Motorcycle 125cc and under,16,1,Petrol,125
Motorcycle 125cc and under,16,1,Petrol,125
Goods 7.5 tonnes mgw and over,5,1,Heavy oil,11946
Car,2,1,Petrol,1388
Car,6,1,Petrol,1396
Car,10,1,Petrol,1596
Car,3,1,Petrol,1598
Car,6,1,Petrol,1396
Car,10,1,Petrol,1596
Car,3,1,Petrol,1598
Car,6,1,Petrol,1396
Car,10,1,Petrol,1596
Car,3,1,Petrol,1598
Car,6,1,Petrol,1396
Car,10,1,Petrol,1596
Car,3,1,Petrol,1598
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,2461
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,2461
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,2461
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,2,1,Petrol,1798
Car,16,1,Petrol,1235
Car,16,1,Petrol,1235
Car,16,1,Petrol,1235
Car,5,1,Petrol,1781
Car,5,1,Petrol,1781
Car,14,1,Petrol,1590
Car,7,1,Petrol,2398
Car,4,1,Petrol,1124
Car,9,1,Petrol,1998
Car,2,1,Petrol,1598
Car,8,1,Petrol,1799
Car,6,1,Petrol,1895
Car,6,1,Petrol,1895
Car,3,1,Petrol,1360
Car,2,1,Heavy oil,1870
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2402
Car,7,1,Petrol,1242
Car,7,1,Petrol,1799
Car,12,1,Petrol,1761
Car,7,1,Petrol,1799
Car,12,1,Petrol,1761
Car,2,1,Petrol,1199
Car,6,1,Petrol,3199
Car,2,1,Petrol,1599
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,1,1,Petrol,1199
Car,3,1,Petrol,1493
Car,5,1,Petrol,2397
Car,1,1,Petrol,1497
Motorcycle 125cc and under,4,1,Petrol,125
Car,9,1,Petrol,1840
Car,4,1,Heavy oil,1995
Car,2,1,Petrol,1497
Car,9,1,Petrol,1597
Car,2,1,Petrol,2362
Car,6,1,Petrol,1995
Car,8,1,Heavy oil,1984
Car,4,1,Petrol,2429
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2283
Car,6,1,Petrol,1998
Car,6,1,Petrol,1998
Motorcycle over 125cc and up to 500cc,3,1,Petrol,250
Motorcycle 50cc and under,5,1,Petrol,49
Car,7,1,Petrol,1998
Taxi/Private hire car,2,1,Petrol,1360
Car,7,1,Petrol,1998
Taxi/Private hire car,2,1,Petrol,1360
Car,13,1,Petrol,1235
Car,7,1,Petrol,1493
Motorcycle over 500cc,3,1,Petrol,599
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,1868
Car,8,1,Petrol,1389
Car,9,1,Petrol,1392
Car,9,1,Petrol,1994
Car,11,1,Petrol,1389
Car,9,1,Petrol,1994
Car,11,1,Petrol,1389
Car,2,1,Petrol,1798
Car,8,1,Heavy oil,1905
Car,6,1,Petrol,1242
Car,5,1,Heavy oil,2151
Car,6,1,Petrol,1242
Goods 7.5 tonnes mgw and over,1,1,Heavy oil,6370
Car,10,1,Petrol,1589
Car,10,1,Petrol,1589
Car,11,1,Petrol,2000
Car,11,1,Petrol,2000
Car,11,1,Petrol,2000
Motorcycle over 500cc,5,1,Petrol,600
Car,6,1,Petrol,973
Car,5,1,Heavy oil,1997
Car,5,1,Heavy oil,1997
Car,14,1,Petrol,1389
Car,11,1,Petrol,2000
Car,11,1,Petrol,2000
Car,6,1,Petrol,1242
Car,8,1,Petrol,1396
Car,10,1,Petrol,1996
Car,13,1,Heavy oil,1700
Car,7,1,Petrol,1998
Car,3,1,Petrol,1997
Motorcycle over 500cc,9,1,Petrol,599
Car,7,1,Petrol,998
Motorcycle 125cc and under,5,1,Petrol,100
Car,2,1,Petrol,1396
Car,13,1,Petrol,1986
Car,1,1,Heavy oil,1461
Car,1,1,Heavy oil,1461
Car,10,1,Petrol,1493
Car,10,1,Petrol,1493
Car,6,1,Petrol,2393
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,2446
Car,7,1,Heavy oil,1870
Car,1,1,Heavy oil,1896
Motorcycle 50cc and under,2,1,Petrol,49
Car,9,1,Heavy oil,1905
Motorcycle over 500cc,7,1,Petrol,599
Motorcycle 50cc and under,4,1,Petrol,49
Car,7,1,Petrol,999
Car,18,1,Petrol,2494
Car,5,1,Petrol,1988
Car,5,1,Petrol,1988
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,1997
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Motorcycle 50cc and under,6,1,Petrol,49
Car,5,1,Petrol,1796
Car,10,1,Petrol,1799
Bus or coach (17 or more pass seats),20,1,Heavy oil,1045
Bus or coach (17 or more pass seats),20,1,Heavy oil,1045
Bus or coach (17 or more pass seats),20,1,Heavy oil,1045
Bus or coach (17 or more pass seats),20,1,Heavy oil,1045
Bus or coach (17 or more pass seats),20,1,Heavy oil,1045
Car,9,1,Petrol,1389
Car,9,1,Petrol,1389
Car,9,1,Petrol,1389
Car,8,1,Petrol,3960
Car,4,1,Petrol,1997
Car,12,1,Petrol,1389
Car,4,1,Petrol,1781
Car,12,1,Petrol,1389
Car,4,1,Petrol,1781
Bus or coach (17 or more pass seats),7,1,Heavy oil,4250
Car,6,1,Petrol,973
Car,7,1,Petrol,1988
Car,7,1,Petrol,1988
Goods 7.5 tonnes mgw and over,1,1,Heavy oil,12580
Van / Goods 3.5 tonnes mgw or under,13,1,Heavy oil,1753
Goods 7.5 tonnes mgw and over,6,1,Heavy oil,11705
Car,1,1,Petrol,1386
Car,3,1,Heavy oil,2401
Van / Goods 3.5 tonnes mgw or under,13,1,Heavy oil,1753
Goods 7.5 tonnes mgw and over,6,1,Heavy oil,11705
Car,1,1,Petrol,1386
Car,3,1,Heavy oil,2401
Car,7,1,Heavy oil,1905
Car,6,1,Petrol,1596
Car,7,1,Petrol,1998
Car,3,1,Petrol,1796
Car,3,1,Petrol,1796
Car,18,1,Petrol,2986
Car,19,1,Petrol,1272
Car,12,1,Petrol,1998
Car,19,1,Petrol,1272
Car,12,1,Petrol,1998
Car,9,1,Petrol,1589
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,2283
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,2494
Motorcycle over 500cc,7,1,Petrol,885
Car,6,1,Petrol,2771
Car,6,1,Petrol,2771
Car,6,1,Petrol,2771
Motorcycle over 500cc,1,1,Petrol,599
Car,11,1,Petrol,1299
Car,4,1,Petrol,1242
Car,1,1,Petrol,1796
Car,3,1,Heavy oil,1870
Car,3,1,Petrol,1497
Car,3,1,Petrol,1890
Car,4,1,Petrol,599
Car,4,1,Petrol,599
Taxi/Private hire car,5,1,Heavy oil,2664
Taxi/Private hire car,5,1,Heavy oil,2664
Car,6,1,Petrol,1997
Car,8,1,Petrol,1390
Motorcycle over 500cc,4,1,Petrol,600
Car,3,1,Petrol,1598
Motorcycle over 500cc,2,1,Petrol,600
Car,3,1,Petrol,1598
Motorcycle over 500cc,2,1,Petrol,600
Car,11,1,Petrol,1796
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,8970
Car,2,1,Petrol,1598
Car,3,1,Petrol,3996
Car,8,1,Petrol,1392
Car,4,1,Petrol,1998
Car,12,1,Petrol,2495
Car,11,1,Petrol,1996
Car,4,1,Petrol,2362
Car,4,1,Petrol,2362
Car,10,1,Petrol,1796
Car,10,1,Petrol,1796
Car,16,1,Petrol,1596
Car,18,1,Petrol,988
Car,18,1,Petrol,988
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2461
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2461
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2461
Motorcycle over 500cc,4,1,Petrol,584
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2664
Car,7,1,Heavy oil,1905
Car,9,1,Petrol,1997
Car,4,1,Petrol,1590
Car,8,1,Petrol,1493
Car,8,1,Petrol,1493
Car,9,1,Petrol,1996
Car,9,1,Petrol,1498
Car,11,1,Heavy oil,1753
Car,3,1,Heavy oil,1997
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,1998
Car,4,1,Petrol,1390
Car,10,1,Petrol,1597
Car,2,1,Petrol,1343
Car,10,1,Petrol,1597
Car,2,1,Petrol,1343
Car,5,1,Petrol,999
Motorcycle 125cc and under,3,1,Petrol,124
Car,13,1,Petrol,1796
Car,1,1,Heavy oil,2776
Car,14,1,Petrol,1990
Motorcycle 50cc and under,2,1,Petrol,49
Car,10,1,Petrol,1998
Car,13,1,Petrol,1781
Car,12,1,Petrol,1587
Car,12,1,Petrol,1587
Car,16,1,Petrol,1118
Car,12,1,Petrol,2000
Car,5,1,Petrol,1781
Car,9,1,Petrol,2792
Car,9,1,Petrol,2792
Car,11,1,Petrol,1299
Car,4,1,Petrol,1149
Car,10,1,Petrol,1796
Car,9,1,Petrol,2000
Car,9,1,Petrol,2000
Car,9,1,Petrol,1581
Car,10,1,Petrol,1391
Car,9,1,Petrol,1581
Car,10,1,Petrol,1391
Car,9,1,Petrol,1581
Car,10,1,Petrol,1391
Car,3,1,Petrol,599
Car,9,1,Petrol,1396
Car,8,1,Petrol,1598
Car,14,1,Petrol,1580
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,2151
Car,8,1,Petrol,998
Car,10,1,Petrol,1360
Car,10,1,Petrol,1360
Car,10,1,Petrol,1360
Car,10,1,Petrol,1171
Car,9,1,Petrol,1389
Car,1,1,Petrol,1298
Car,7,1,Petrol,973
Car,4,1,Petrol,1390
Car,9,1,Petrol,1781
Car,10,1,Petrol,1171
Car,9,1,Petrol,1389
Car,1,1,Petrol,1298
Car,7,1,Petrol,973
Car,4,1,Petrol,1390
Car,9,1,Petrol,1781
Car,10,1,Petrol,1171
Car,9,1,Petrol,1389
Car,1,1,Petrol,1298
Car,7,1,Petrol,973
Car,4,1,Petrol,1390
Car,9,1,Petrol,1781
Car,10,1,Petrol,1171
Car,9,1,Petrol,1389
Car,1,1,Petrol,1298
Car,7,1,Petrol,973
Car,4,1,Petrol,1390
Car,9,1,Petrol,1781
Car,7,1,Heavy oil,1910
Car,7,1,Heavy oil,1910
Goods 7.5 tonnes mgw and over,9,1,Heavy oil,11000
Car,10,1,Petrol,998
Car,10,1,Petrol,998
Car,9,1,Petrol,1360
Car,9,1,Petrol,1360
Motorcycle over 125cc and up to 500cc,9,1,Petrol,400
Car,3,1,Petrol,1997
Car,4,1,Petrol,599
Car,4,1,Petrol,599
Car,4,1,Petrol,1598
Car,6,1,Petrol,1299
Car,7,1,Petrol,1600
Car,10,1,Petrol,1712
Car,10,1,Petrol,1712
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2402
Car,2,1,Petrol,1587
Car,5,1,Petrol,18981
Car,1,1,Heavy oil,1951
Motorcycle over 500cc,2,1,Petrol,599
Motorcycle 50cc and under,4,1,Petrol,49
Car,7,1,Petrol,1997
Motorcycle 125cc and under,9,1,Petrol,124
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2151
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2151
Motorcycle over 125cc and up to 500cc,9,1,Petrol,243
Car,7,1,Petrol,1587
Car,7,1,Petrol,1587
Motorcycle 125cc and under,5,1,Petrol,124
Motorcycle 125cc and under,5,1,Petrol,124
Car,8,1,Petrol,1597
Car,8,1,Petrol,1597
Car,3,1,Petrol,1390
Motorcycle over 500cc,6,1,Petrol,599
Car,15,1,Petrol,954
Car,4,1,Petrol,1997
Car,15,1,Petrol,954
Car,4,1,Petrol,1997
Car,15,1,Petrol,954
Car,4,1,Petrol,1997
Car,11,1,Petrol,1590
Car,8,1,Petrol,1849
Bus or coach (17 or more pass seats),4,1,Heavy oil,9600
Car,4,1,Petrol,1598
Car,12,1,Petrol,1781
Car,12,1,Petrol,1781
Car,13,1,Petrol,1597
Car,4,1,Heavy oil,2902
Car,13,1,Petrol,1597
Car,4,1,Heavy oil,2902
Car,13,1,Petrol,1597
Car,4,1,Heavy oil,2902
Car,13,1,Petrol,1597
Car,4,1,Heavy oil,2902
Car,13,1,Petrol,1597
Car,4,1,Heavy oil,2902
Car,13,1,Petrol,1597
Car,4,1,Heavy oil,2902
Car,1,1,Heavy oil,1997
Car,11,1,Petrol,1796
Car,2,1,Petrol,1796
Car,9,1,Petrol,1598
Motorcycle 50cc and under,2,1,Petrol,49
Car,15,1,Petrol,1598
Car,15,1,Petrol,1392
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,2496
Car,12,1,Petrol,1984
Car,1,1,Petrol,1596
Car,6,1,Petrol,1799
Car,12,1,Petrol,1196
Car,8,1,Petrol,1589
Car,5,1,Heavy oil,1896
Car,4,1,Petrol,2171
Car,5,1,Heavy oil,1896
Car,4,1,Petrol,2171
Car,5,1,Heavy oil,1896
Car,4,1,Petrol,2171
Car,9,1,Petrol,1120
Car,12,1,Petrol,1796
Goods 7.5 tonnes mgw and over,1,1,Heavy oil,5480
Car,12,1,Petrol,1796
Goods 7.5 tonnes mgw and over,1,1,Heavy oil,5480
Car,12,1,Petrol,1796
Goods 7.5 tonnes mgw and over,1,1,Heavy oil,5480
Car,3,1,Petrol,1798
Car,5,1,Petrol,4196
Car,6,1,Petrol,1975
Motorcycle 125cc and under,3,1,Petrol,124
Car,6,1,Petrol,1984
Car,10,1,Petrol,1998
Car,4,1,Petrol,1596
Car,4,1,Petrol,1598
Car,5,1,Heavy oil,1896
Car,5,1,Heavy oil,1896
Van / Goods 3.5 tonnes mgw or under,11,1,Heavy oil,2496
Motorcycle 125cc and under,1,1,Petrol,125
Car,18,1,Petrol,1580
Car,5,1,Petrol,1998
Car,3,1,Petrol,1995
Car,10,1,Petrol,1783
Car,4,1,Petrol,1598
Car,9,1,Petrol,1597
Car,9,1,Petrol,1597
Car,5,1,Petrol,2494
Car,12,1,Petrol,1984
Motorcycle 125cc and under,4,1,Petrol,124
Motorcycle 50cc and under,1,1,Petrol,49
Car,8,1,Petrol,1124
Car,3,1,Heavy oil,1896
Car,8,1,Petrol,1124
Car,3,1,Heavy oil,1896
Motorcycle 125cc and under,1,1,Petrol,124
Motorcycle over 125cc and up to 500cc,4,1,Petrol,487
Car,3,1,Heavy oil,2499
Car,4,1,Petrol,2200
Car,11,1,Heavy oil,1700
Car,10,1,Heavy oil,2180
Car,11,1,Petrol,998
Car,3,1,Petrol,1999
Car,10,1,Petrol,1998
Motorcycle over 500cc,19,1,Petrol,1000
Car,7,1,Petrol,1998
Car,7,1,Petrol,1998
Car,7,1,Petrol,1998
Car,7,1,Petrol,1998
Taxi/Private hire car,13,1,Heavy oil,2664
Car,5,1,Petrol,2295
Motorcycle 50cc and under,3,1,Petrol,49
Car,13,1,Petrol,1295
Car,10,1,Petrol,1392
Car,4,1,Petrol,1299
Car,2,1,Petrol,1598
Car,9,1,Petrol,1124
Car,17,1,Petrol,993
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1868
Car,3,1,Petrol,2290
Car,1,1,Petrol,1995
Car,1,1,Petrol,1995
Car,9,1,Petrol,1275
Car,11,1,Petrol,1597
Car,9,1,Petrol,1275
Car,11,1,Petrol,1597
Car,10,1,Petrol,1994
Car,19,1,Petrol,1488
Car,11,1,Petrol,1391
Car,12,1,Petrol,1997
Car,2,1,Petrol,1596
Car,2,1,Petrol,1984
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,8,1,Petrol,1596
Motorcycle over 125cc and up to 500cc,2,1,Petrol,234
Car,2,1,Petrol,1396
Car,2,1,Petrol,1396
Car,6,1,Petrol,1598
Car,12,1,Petrol,1796
Motorcycle 125cc and under,4,1,Petrol,120
Goods 7.5 tonnes mgw and over,8,1,Heavy oil,11021
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,1998
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,1998
Car,3,1,Petrol,1596
Goods 7.5 tonnes mgw and over,9,1,Heavy oil,8650
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,2151
Car,10,1,Petrol,1796
Car,10,1,Petrol,1796
Car,10,1,Petrol,1796
Car,1,1,Petrol,1199
Car,18,1,Petrol,1781
Car,1,1,Petrol,1199
Car,18,1,Petrol,1781
Car,4,1,Petrol,1988
Car,6,1,Petrol,1199
Car,11,1,Petrol,1994
Car,5,1,Petrol,1598
Car,6,1,Petrol,1998
Car,6,1,Petrol,1998
Car,6,1,Petrol,1998
Car,5,1,Petrol,1598
Car,10,1,Petrol,1997
Motorcycle over 500cc,6,1,Petrol,918
Car,13,1,Petrol,1391
Car,8,1,Petrol,1340
Car,6,1,Petrol,1390
Car,3,1,Petrol,1998
Taxi/Private hire car,7,1,Heavy oil,2496
Motorcycle 125cc and under,1,1,Petrol,125
Car,8,1,Petrol,1124
Car,8,1,Petrol,1124
Car,2,1,Petrol,1200
Car,2,1,Petrol,1200
Car,1,1,Petrol,1240
Car,7,1,Petrol,796
Car,7,1,Petrol,796
Car,2,1,Petrol,1343
Car,5,1,Petrol,1800
Car,14,1,Petrol,954
Car,3,1,Petrol,1397
Car,2,1,Petrol,1388
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1686
Car,5,1,Petrol,1124
Car,11,1,Petrol,1998
Car,9,1,Petrol,2498
Car,8,1,Heavy oil,2188
Car,16,1,Petrol,1372
Car,9,1,Petrol,1391
Car,2,1,Petrol,2979
Car,4,1,Heavy oil,1422
Car,9,1,Petrol,1391
Car,2,1,Petrol,2979
Car,4,1,Heavy oil,1422
Car,9,1,Petrol,1299
Car,12,1,Heavy oil,1753
Car,13,1,Heavy oil,2500
Car,16,1,Petrol,1235
Car,7,1,Petrol,1396
Car,15,1,Petrol,1297
Car,4,1,Petrol,1997
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,2151
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,2151
Other vehicle,1,1,Heavy oil,8970
Bus or coach (17 or more pass seats),3,1,Heavy oil,7300
Car,16,1,Petrol,1990
Car,14,1,Petrol,1396
Car,5,1,Petrol,1598
Car,4,1,Petrol,1984
Car,11,1,Petrol,899
Car,13,1,Petrol,1596
Car,13,1,Petrol,1596
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,1753
Car,9,1,Petrol,1370
Car,3,1,Heavy oil,1686
Car,13,1,Petrol,1998
Car,7,1,Petrol,1124
Car,16,1,Petrol,2972
Motorcycle 50cc and under,2,1,Petrol,49
Motorcycle 50cc and under,4,1,Petrol,49
Motorcycle over 125cc and up to 500cc,7,1,Petrol,487
Car,5,1,Petrol,1800
Car,9,1,Petrol,1597
Car,5,1,Petrol,1796
Car,12,1,Petrol,1171
Motorcycle over 500cc,2,1,Petrol,599
Car,5,1,Petrol,1598
Car,9,1,Petrol,1984
Car,13,1,Petrol,1998
Motorcycle 125cc and under,1,1,Petrol,125
Car,14,1,Petrol,843
Car,10,1,Petrol,1988
Car,14,1,Petrol,843
Car,10,1,Petrol,1988
Car,14,1,Petrol,843
Car,10,1,Petrol,1988
Car,12,1,Petrol,3000
Car,14,1,Petrol,1597
Car,7,1,Petrol,1796
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2151
Car,5,1,Petrol,1242
Car,2,1,Heavy oil,1998
Car,2,1,Heavy oil,1998
Car,16,1,Petrol,957
Car,4,1,Petrol,1997
Car,12,1,Petrol,3528
Car,9,1,Petrol,1108
Car,3,1,Petrol,1598
Car,11,1,Petrol,1781
Car,11,1,Petrol,1781
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1998
Car,2,1,Petrol,1598
Car,2,1,Petrol,1598
Car,2,1,Petrol,1598
Car,13,1,Petrol,1597
Goods 7.5 tonnes mgw and over,5,1,Heavy oil,12600
Car,7,1,Petrol,4000
Car,7,1,Petrol,4000
Motorcycle over 500cc,4,1,Petrol,582
Car,15,1,Petrol,1118
Car,1,1,Petrol,998
Car,6,1,Petrol,1998
Car,5,1,Petrol,1850
Car,1,1,Petrol,2429
Car,8,1,Petrol,1796
Car,8,1,Petrol,1597
Car,8,1,Petrol,1597
Car,8,1,Petrol,1597
Car,3,1,Heavy oil,1896
Car,2,1,Heavy oil,1364
Car,2,1,Heavy oil,1364
Car,2,1,Heavy oil,1364
Car,2,1,Heavy oil,1364
Car,2,1,Heavy oil,1364
Car,2,1,Petrol,1400
Car,11,1,Petrol,1590
Car,2,1,Petrol,1400
Car,11,1,Petrol,1590
Car,14,1,Petrol,999
Car,1,1,Petrol,1598
Car,7,1,Petrol,1149
Car,8,1,Petrol,1839
Taxi/Private hire car,6,1,Heavy oil,2664
Car,5,1,Petrol,1834
Taxi/Private hire car,6,1,Heavy oil,2664
Car,5,1,Petrol,1834
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1998
Car,9,1,Petrol,1781
Car,10,1,Petrol,1597
Car,1,1,Petrol,1061
Car,12,1,Petrol,1598
Motorcycle 125cc and under,3,1,Petrol,124
Car,3,1,Heavy oil,1896
Car,4,1,Petrol,1390
Car,5,1,Petrol,1597
Car,4,1,Petrol,1390
Car,5,1,Petrol,1597
Car,5,1,Petrol,1796
Car,5,1,Petrol,1796
Car,5,1,Petrol,1796
Motorcycle over 500cc,6,1,Petrol,599
Car,8,1,Heavy oil,2663
Car,3,1,Heavy oil,1461
Car,8,1,Heavy oil,2663
Car,3,1,Heavy oil,1461
Car,4,1,Petrol,3199
Car,4,1,Petrol,1761
Motorcycle 125cc and under,5,1,Petrol,124
Motorcycle 125cc and under,5,1,Petrol,124
Motorcycle 125cc and under,5,1,Petrol,124
Motorcycle 125cc and under,5,1,Petrol,124
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1868
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1868
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2402
Car,8,1,Petrol,1998
Car,5,1,Petrol,1998
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,1905
Car,6,1,Petrol,999
Car,4,1,Petrol,1598
Motorcycle 50cc and under,5,1,Petrol,49
